date,season_type,neutral,team_1,team_2,points_1,points_2,moneyline_1,moneyline_2,game_url
14 Jan 2023,Regular,0,Dallas Stars,Calgary Flames,5,6,-108.0,-107.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/dallas-stars-calgary-flames-CE8681wP/
13 Jan 2023,Regular,0,San Jose Sharks,Edmonton Oilers,1,7,143.0,-163.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/san-jose-sharks-edmonton-oilers-bB429sOI/
13 Jan 2023,Regular,0,Anaheim Ducks,New Jersey Devils,2,6,266.0,-323.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/anaheim-ducks-new-jersey-devils-CnrhoQKn/
13 Jan 2023,Regular,0,Pittsburgh Penguins,Winnipeg Jets,1,4,-166.0,145.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/pittsburgh-penguins-winnipeg-jets-GnFcAN8C/
12 Jan 2023,Regular,0,Vegas Golden Knights,Florida Panthers,4,2,-114.0,-102.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/vegas-golden-knights-florida-panthers-IPrln65t/
12 Jan 2023,Regular,0,Arizona Coyotes,Ottawa Senators,3,5,138.0,-158.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/arizona-coyotes-ottawa-senators-xdGgB3g6/
12 Jan 2023,Regular,0,Chicago Blackhawks,Colorado Avalanche,3,2,269.0,-328.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/chicago-blackhawks-colorado-avalanche-t4iMjncP/
12 Jan 2023,Regular,0,St. Louis Blues,Calgary Flames,1,4,146.0,-167.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/st-louis-blues-calgary-flames-UVGkCqv0/
12 Jan 2023,Regular,0,New York Islanders,Minnesota Wild,1,3,-105.0,-111.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/new-york-islanders-minnesota-wild-vaDwS2KO/
12 Jan 2023,Regular,0,Boston Bruins,Seattle Kraken,0,3,-227.0,194.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/boston-bruins-seattle-kraken-hrBRU4z6/
12 Jan 2023,Regular,0,Buffalo Sabres,Winnipeg Jets,2,4,107.0,-123.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/buffalo-sabres-winnipeg-jets-xYyBJRoQ/
12 Jan 2023,Regular,0,Columbus Blue Jackets,Carolina Hurricanes,2,6,276.0,-339.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/columbus-blue-jackets-carolina-hurricanes-WY9VTOkC/
12 Jan 2023,Regular,0,Detroit Red Wings,Toronto Maple Leafs,4,1,118.0,-135.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/detroit-red-wings-toronto-maple-leafs-fDOxFofs/
12 Jan 2023,Regular,0,Montreal Canadiens,Nashville Predators,4,3,151.0,-173.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/montreal-canadiens-nashville-predators-8GStE59m/
12 Jan 2023,Regular,0,New York Rangers,Dallas Stars,2,1,-130.0,113.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/new-york-rangers-dallas-stars-08EZSr5I/
12 Jan 2023,Regular,0,Tampa Bay Lightning,Vancouver Canucks,5,4,-263.0,220.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/tampa-bay-lightning-vancouver-canucks-juIoDPOg/
11 Jan 2023,Regular,0,Anaheim Ducks,Edmonton Oilers,2,6,214.0,-253.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/anaheim-ducks-edmonton-oilers-bsw7K7WJ/
11 Jan 2023,Regular,0,Los Angeles Kings,San Jose Sharks,4,3,-210.0,180.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/los-angeles-kings-san-jose-sharks-AJLMVpLa/
11 Jan 2023,Regular,0,Toronto Maple Leafs,Nashville Predators,2,1,-177.0,153.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/toronto-maple-leafs-nashville-predators-MPgOeOgJ/
11 Jan 2023,Regular,0,Philadelphia Flyers,Washington Capitals,5,3,154.0,-176.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/philadelphia-flyers-washington-capitals-CY2JWQ5g/
10 Jan 2023,Regular,0,Colorado Avalanche,Florida Panthers,4,5,-132.0,114.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/colorado-avalanche-florida-panthers-IB3FX6jm/
10 Jan 2023,Regular,0,Arizona Coyotes,San Jose Sharks,2,4,122.0,-141.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/arizona-coyotes-san-jose-sharks-vL4BYnys/
10 Jan 2023,Regular,0,St. Louis Blues,Calgary Flames,4,3,143.0,-164.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/st-louis-blues-calgary-flames-rZfKd4vD/
10 Jan 2023,Regular,0,New York Islanders,Dallas Stars,1,2,101.0,-117.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/new-york-islanders-dallas-stars-OAosjF6E/
10 Jan 2023,Regular,0,Buffalo Sabres,Seattle Kraken,3,4,-114.0,-101.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/buffalo-sabres-seattle-kraken-zk5nUXqe/
10 Jan 2023,Regular,0,Carolina Hurricanes,New Jersey Devils,3,5,-149.0,131.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/carolina-hurricanes-new-jersey-devils-IDfiTia1/
10 Jan 2023,Regular,0,Detroit Red Wings,Winnipeg Jets,7,5,115.0,-132.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/detroit-red-wings-winnipeg-jets-lCeGcpP6/
10 Jan 2023,Regular,0,New York Rangers,Minnesota Wild,4,3,-145.0,127.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/new-york-rangers-minnesota-wild-WGbeSBE7/
10 Jan 2023,Regular,0,Pittsburgh Penguins,Vancouver Canucks,5,4,-184.0,160.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/pittsburgh-penguins-vancouver-canucks-xxhCbQ90/
10 Jan 2023,Regular,0,Tampa Bay Lightning,Columbus Blue Jackets,6,3,-440.0,350.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/tampa-bay-lightning-columbus-blue-jackets-pKnwiei8/
09 Jan 2023,Regular,0,Los Angeles Kings,Edmonton Oilers,6,3,-108.0,-107.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/los-angeles-kings-edmonton-oilers-fD27a6ff/
09 Jan 2023,Regular,0,Montreal Canadiens,Seattle Kraken,0,4,181.0,-214.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/montreal-canadiens-seattle-kraken-nmaa1SPs/
09 Jan 2023,Regular,0,Ottawa Senators,Nashville Predators,0,3,-118.0,102.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/ottawa-senators-nashville-predators-GM330nul/
09 Jan 2023,Regular,0,Buffalo Sabres,Philadelphia Flyers,0,4,-231.0,196.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/buffalo-sabres-philadelphia-flyers-0Shl9Yd8/
08 Jan 2023,Regular,0,Anaheim Ducks,Boston Bruins,1,7,246.0,-298.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/anaheim-ducks-boston-bruins-db6rVDUl/
08 Jan 2023,Regular,0,Arizona Coyotes,Pittsburgh Penguins,1,4,193.0,-227.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/arizona-coyotes-pittsburgh-penguins-nPKCzz7R/
08 Jan 2023,Regular,0,Chicago Blackhawks,Calgary Flames,4,3,289.0,-354.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/chicago-blackhawks-calgary-flames-SbnRJzt9/
08 Jan 2023,Regular,0,Minnesota Wild,St. Louis Blues,0,3,-214.0,180.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/minnesota-wild-st-louis-blues-lY6vWgFr/
08 Jan 2023,Regular,0,Philadelphia Flyers,Toronto Maple Leafs,2,6,171.0,-202.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/philadelphia-flyers-toronto-maple-leafs-ANyWIfeF/
08 Jan 2023,Regular,0,Washington Capitals,Columbus Blue Jackets,1,0,-370.0,300.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/washington-capitals-columbus-blue-jackets-40V7yGiL/
08 Jan 2023,Regular,0,Dallas Stars,Florida Panthers,5,1,-132.0,115.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/dallas-stars-florida-panthers-jcR3xdxF/
08 Jan 2023,Regular,0,Winnipeg Jets,Vancouver Canucks,7,4,-166.0,145.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/winnipeg-jets-vancouver-canucks-EerNKGQ2/
07 Jan 2023,Regular,0,San Jose Sharks,Boston Bruins,2,4,216.0,-258.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/san-jose-sharks-boston-bruins-dzSawxN8/
07 Jan 2023,Regular,0,Edmonton Oilers,Colorado Avalanche,2,3,-131.0,114.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/edmonton-oilers-colorado-avalanche-0hfudXm2/
07 Jan 2023,Regular,0,Vegas Golden Knights,Los Angeles Kings,1,5,-144.0,126.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/vegas-golden-knights-los-angeles-kings-IqTevI72/
07 Jan 2023,Regular,0,Buffalo Sabres,Minnesota Wild,6,5,106.0,-123.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/buffalo-sabres-minnesota-wild-tSqDFYU1/
07 Jan 2023,Regular,0,Montreal Canadiens,St. Louis Blues,5,4,140.0,-160.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/montreal-canadiens-st-louis-blues-GlQzaZ3q/
07 Jan 2023,Regular,0,Ottawa Senators,Seattle Kraken,4,8,-112.0,-104.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/ottawa-senators-seattle-kraken-fuPvbgJk/
07 Jan 2023,Regular,0,Toronto Maple Leafs,Detroit Red Wings,4,1,-348.0,285.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/toronto-maple-leafs-detroit-red-wings-M1eycDYe/
07 Jan 2023,Regular,0,Columbus Blue Jackets,Carolina Hurricanes,4,3,287.0,-354.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/columbus-blue-jackets-carolina-hurricanes-2yo9GEFe/
07 Jan 2023,Regular,0,New Jersey Devils,New York Rangers,4,3,-113.0,-103.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/new-jersey-devils-new-york-rangers-8Eo5Hf0k/
06 Jan 2023,Regular,0,Anaheim Ducks,San Jose Sharks,5,4,145.0,-166.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/anaheim-ducks-san-jose-sharks-dvr1Izoq/
06 Jan 2023,Regular,0,Calgary Flames,New York Islanders,4,1,-223.0,188.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/calgary-flames-new-york-islanders-b9w93FeS/
06 Jan 2023,Regular,0,Chicago Blackhawks,Arizona Coyotes,2,0,-110.0,-105.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/chicago-blackhawks-arizona-coyotes-jc5YMGxS/
06 Jan 2023,Regular,0,Winnipeg Jets,Tampa Bay Lightning,4,2,-107.0,-107.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/winnipeg-jets-tampa-bay-lightning-p6Z44etM/
06 Jan 2023,Regular,0,Detroit Red Wings,Florida Panthers,2,3,136.0,-155.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/detroit-red-wings-florida-panthers-C66UNdNL/
06 Jan 2023,Regular,0,Washington Capitals,Nashville Predators,2,3,-165.0,145.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/washington-capitals-nashville-predators-rX1QOx8F/
05 Jan 2023,Regular,0,Los Angeles Kings,Boston Bruins,2,5,131.0,-150.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/los-angeles-kings-boston-bruins-4t3MPIh9/
05 Jan 2023,Regular,0,Vancouver Canucks,Colorado Avalanche,4,2,134.0,-152.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/vancouver-canucks-colorado-avalanche-2sp05yRF/
05 Jan 2023,Regular,0,Vegas Golden Knights,Pittsburgh Penguins,5,2,-109.0,-105.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/vegas-golden-knights-pittsburgh-penguins-MHDHQbw3/
05 Jan 2023,Regular,0,Edmonton Oilers,New York Islanders,4,2,-156.0,137.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/edmonton-oilers-new-york-islanders-Ojod6HB9/
05 Jan 2023,Regular,0,Carolina Hurricanes,Nashville Predators,3,5,-227.0,193.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/carolina-hurricanes-nashville-predators-lbjV4HGq/
05 Jan 2023,Regular,0,Columbus Blue Jackets,Washington Capitals,2,6,187.0,-221.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/columbus-blue-jackets-washington-capitals-GKMR3yWk/
05 Jan 2023,Regular,0,Montreal Canadiens,New York Rangers,1,4,171.0,-199.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/montreal-canadiens-new-york-rangers-GQsl8wsc/
05 Jan 2023,Regular,0,New Jersey Devils,St. Louis Blues,3,5,-179.0,157.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/new-jersey-devils-st-louis-blues-fBLV2eod/
05 Jan 2023,Regular,0,Philadelphia Flyers,Arizona Coyotes,6,2,-151.0,132.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/philadelphia-flyers-arizona-coyotes-8E9DRvOd/
05 Jan 2023,Regular,0,Toronto Maple Leafs,Seattle Kraken,1,5,-230.0,194.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/toronto-maple-leafs-seattle-kraken-fHth7cd3/
04 Jan 2023,Regular,0,Anaheim Ducks,Dallas Stars,2,0,196.0,-230.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/anaheim-ducks-dallas-stars-nk439c8S/
04 Jan 2023,Regular,0,Minnesota Wild,Tampa Bay Lightning,5,1,-120.0,103.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/minnesota-wild-tampa-bay-lightning-hS4aAwgM/
04 Jan 2023,Regular,0,Detroit Red Wings,New Jersey Devils,1,5,135.0,-154.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/detroit-red-wings-new-jersey-devils-vP0eBJwG/
03 Jan 2023,Regular,0,Los Angeles Kings,Dallas Stars,3,2,107.0,-123.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/los-angeles-kings-dallas-stars-d0BjCaO9/
03 Jan 2023,Regular,0,Vancouver Canucks,New York Islanders,2,6,-104.0,-112.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/vancouver-canucks-new-york-islanders-EL35qf4d/
03 Jan 2023,Regular,0,Edmonton Oilers,Seattle Kraken,2,5,-164.0,143.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/edmonton-oilers-seattle-kraken-2o01pzkj/
03 Jan 2023,Regular,0,Chicago Blackhawks,Tampa Bay Lightning,1,4,308.0,-381.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/chicago-blackhawks-tampa-bay-lightning-I9CnDu93/
03 Jan 2023,Regular,0,Nashville Predators,Montreal Canadiens,6,3,-251.0,212.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/nashville-predators-montreal-canadiens-6FEVkdRS/
03 Jan 2023,Regular,0,Winnipeg Jets,Calgary Flames,3,2,120.0,-138.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/winnipeg-jets-calgary-flames-8O0coGZq/
03 Jan 2023,Regular,0,Florida Panthers,Arizona Coyotes,5,3,-331.0,271.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/florida-panthers-arizona-coyotes-6Brb69zi/
03 Jan 2023,Regular,0,New York Rangers,Carolina Hurricanes,5,3,106.0,-122.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/new-york-rangers-carolina-hurricanes-Aq9vF1vi/
03 Jan 2023,Regular,0,Ottawa Senators,Columbus Blue Jackets,4,0,-221.0,187.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/ottawa-senators-columbus-blue-jackets-AmLMiIdG/
03 Jan 2023,Regular,0,Toronto Maple Leafs,St. Louis Blues,5,6,-286.0,239.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/toronto-maple-leafs-st-louis-blues-lvKQjxCM/
03 Jan 2023,Regular,0,Washington Capitals,Buffalo Sabres,4,5,-160.0,140.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/washington-capitals-buffalo-sabres-lz8rELgc/
02 Jan 2023,Regular,0,Anaheim Ducks,Philadelphia Flyers,1,4,103.0,-119.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/anaheim-ducks-philadelphia-flyers-fyuf7kLp/
02 Jan 2023,Regular,0,Colorado Avalanche,Vegas Golden Knights,2,3,-161.0,141.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/colorado-avalanche-vegas-golden-knights-xdhSBVCT/
02 Jan 2023,Regular,0,Boston Bruins,Pittsburgh Penguins,2,1,-179.0,156.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/boston-bruins-pittsburgh-penguins-b5gOCBcN/
01 Jan 2023,Regular,0,Seattle Kraken,New York Islanders,4,1,-119.0,104.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/seattle-kraken-new-york-islanders-tUbJDirH/
01 Jan 2023,Regular,0,Chicago Blackhawks,San Jose Sharks,2,5,129.0,-147.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/chicago-blackhawks-san-jose-sharks-2w0FEXSA/
01 Jan 2023,Regular,0,Ottawa Senators,Buffalo Sabres,3,1,-125.0,109.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/ottawa-senators-buffalo-sabres-GQLIhbsA/
01 Jan 2023,Regular,0,Florida Panthers,New York Rangers,3,5,-146.0,124.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/florida-panthers-new-york-rangers-8G0BFDD4/
01 Jan 2023,Regular,0,New Jersey Devils,Carolina Hurricanes,4,5,103.0,-119.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/new-jersey-devils-carolina-hurricanes-fDd7Ggbb/
31 Dec 2022,Regular,0,Calgary Flames,Vancouver Canucks,3,2,-228.0,194.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/calgary-flames-vancouver-canucks-KbS9fKCc/
31 Dec 2022,Regular,0,Edmonton Oilers,Winnipeg Jets,1,2,-111.0,-105.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/edmonton-oilers-winnipeg-jets-2NHEgvS3/
31 Dec 2022,Regular,0,Dallas Stars,San Jose Sharks,5,2,-237.0,198.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/dallas-stars-san-jose-sharks-Cl72HZrh/
31 Dec 2022,Regular,0,Colorado Avalanche,Toronto Maple Leafs,2,6,-101.0,-114.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/colorado-avalanche-toronto-maple-leafs-E1uOWGKj/
31 Dec 2022,Regular,0,Detroit Red Wings,Ottawa Senators,4,2,114.0,-131.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/detroit-red-wings-ottawa-senators-t8T5e0ci/
31 Dec 2022,Regular,0,St. Louis Blues,Minnesota Wild,2,5,115.0,-133.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/st-louis-blues-minnesota-wild-vw4zE0x0/
31 Dec 2022,Regular,0,Tampa Bay Lightning,Arizona Coyotes,5,3,-361.0,294.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/tampa-bay-lightning-arizona-coyotes-Yc8bIFTo/
31 Dec 2022,Regular,0,Los Angeles Kings,Philadelphia Flyers,2,4,-223.0,189.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/los-angeles-kings-philadelphia-flyers-URdmBbMI/
31 Dec 2022,Regular,0,Washington Capitals,Montreal Canadiens,9,2,-262.0,219.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/washington-capitals-montreal-canadiens-zBtKXd5p/
31 Dec 2022,Regular,0,Vegas Golden Knights,Nashville Predators,5,4,-170.0,149.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/vegas-golden-knights-nashville-predators-n37rCv7C/
31 Dec 2022,Regular,0,Boston Bruins,Buffalo Sabres,3,4,-247.0,209.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/boston-bruins-buffalo-sabres-Ya3vDKi6/
31 Dec 2022,Regular,0,Columbus Blue Jackets,Chicago Blackhawks,4,1,-144.0,126.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/columbus-blue-jackets-chicago-blackhawks-6iKGgWjo/
30 Dec 2022,Regular,0,Seattle Kraken,Edmonton Oilers,2,7,-125.0,108.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/seattle-kraken-edmonton-oilers-UT3ixwcT/
30 Dec 2022,Regular,0,Carolina Hurricanes,Florida Panthers,4,0,-172.0,150.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/carolina-hurricanes-florida-panthers-rBARFM7m/
30 Dec 2022,Regular,0,Pittsburgh Penguins,New Jersey Devils,2,4,-108.0,-108.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/pittsburgh-penguins-new-jersey-devils-0n5WEtNg/
30 Dec 2022,Regular,0,Anaheim Ducks,Nashville Predators,1,6,147.0,-168.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/anaheim-ducks-nashville-predators-4KBNG2hs/
29 Dec 2022,Regular,0,San Jose Sharks,Philadelphia Flyers,3,4,-157.0,138.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/san-jose-sharks-philadelphia-flyers-nuPeLrpQ/
29 Dec 2022,Regular,0,Arizona Coyotes,Toronto Maple Leafs,6,3,244.0,-294.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/arizona-coyotes-toronto-maple-leafs-GQamwJsN/
29 Dec 2022,Regular,0,Colorado Avalanche,Los Angeles Kings,4,5,-143.0,125.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/colorado-avalanche-los-angeles-kings-lf6hMOUJ/
29 Dec 2022,Regular,0,Minnesota Wild,Dallas Stars,1,4,-126.0,108.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/minnesota-wild-dallas-stars-8bT5bLxD/
29 Dec 2022,Regular,0,St. Louis Blues,Chicago Blackhawks,3,1,-263.0,221.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/st-louis-blues-chicago-blackhawks-nkS9cuhJ/
29 Dec 2022,Regular,0,Winnipeg Jets,Vancouver Canucks,4,2,-147.0,129.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/winnipeg-jets-vancouver-canucks-M30qvaSG/
29 Dec 2022,Regular,0,New York Islanders,Columbus Blue Jackets,2,1,-263.0,220.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/new-york-islanders-columbus-blue-jackets-vPO1a1N6/
29 Dec 2022,Regular,0,Buffalo Sabres,Detroit Red Wings,6,3,-183.0,158.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/buffalo-sabres-detroit-red-wings-I9zg1Nhf/
29 Dec 2022,Regular,0,Florida Panthers,Montreal Canadiens,7,2,-351.0,287.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/florida-panthers-montreal-canadiens-Qy7ztLc4/
29 Dec 2022,Regular,0,Tampa Bay Lightning,New York Rangers,2,1,-134.0,116.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/tampa-bay-lightning-new-york-rangers-0YPc0s80/
29 Dec 2022,Regular,0,Washington Capitals,Ottawa Senators,3,4,-170.0,150.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/washington-capitals-ottawa-senators-rD1uuuDA/
28 Dec 2022,Regular,0,Anaheim Ducks,Vegas Golden Knights,3,2,147.0,-169.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/anaheim-ducks-vegas-golden-knights-46Wl23wl/
28 Dec 2022,Regular,0,Seattle Kraken,Calgary Flames,2,3,-100.0,-116.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/seattle-kraken-calgary-flames-no8Wt1rb/
28 Dec 2022,Regular,0,New Jersey Devils,Boston Bruins,1,3,-100.0,-116.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/new-jersey-devils-boston-bruins-8zoJ7PFQ/
28 Dec 2022,Regular,0,Pittsburgh Penguins,Detroit Red Wings,4,5,-198.0,170.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/pittsburgh-penguins-detroit-red-wings-AqXp3qOs/
28 Dec 2022,Regular,0,Tampa Bay Lightning,Montreal Canadiens,4,1,-374.0,302.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/tampa-bay-lightning-montreal-canadiens-hO8SssTi/
27 Dec 2022,Regular,0,Los Angeles Kings,Vegas Golden Knights,4,2,-119.0,104.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/los-angeles-kings-vegas-golden-knights-SOTL850K/
27 Dec 2022,Regular,0,Vancouver Canucks,San Jose Sharks,6,2,-128.0,110.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/vancouver-canucks-san-jose-sharks-fwjPrNDo/
27 Dec 2022,Regular,0,Arizona Coyotes,Colorado Avalanche,6,3,193.0,-228.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/arizona-coyotes-colorado-avalanche-lYUH9ooE/
27 Dec 2022,Regular,0,Calgary Flames,Edmonton Oilers,1,2,-139.0,120.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/calgary-flames-edmonton-oilers-hYBtKwyo/
27 Dec 2022,Regular,0,Nashville Predators,Dallas Stars,2,3,115.0,-132.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/nashville-predators-dallas-stars-zVtzo28D/
27 Dec 2022,Regular,0,St. Louis Blues,Toronto Maple Leafs,4,5,155.0,-179.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/st-louis-blues-toronto-maple-leafs-MkLAPaDN/
27 Dec 2022,Regular,0,Winnipeg Jets,Minnesota Wild,1,4,103.0,-118.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/winnipeg-jets-minnesota-wild-jPPEOJST/
27 Dec 2022,Regular,0,New York Islanders,Pittsburgh Penguins,5,1,123.0,-140.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/new-york-islanders-pittsburgh-penguins-MRxWorg7/
27 Dec 2022,Regular,0,Carolina Hurricanes,Chicago Blackhawks,3,0,-471.0,372.0,https://www.oddsportal.com/hockey/usa/nhl-2022-2023/carolina-hurricanes-chicago-blackhawks-WxpJlp9l/
