date,season_type,neutral,team_1,team_2,points_1,points_2,moneylines,game_url
02 Jul 2016,Regular,0,St.Louis Cardinals,Milwaukee Brewers,3,0,"[(-189, 147)]",https://www.oddsportal.com/baseball/usa/mlb-2016/st-louis-cardinals-milwaukee-brewers-Sp7yWraf/
02 Jul 2016,Regular,0,Minnesota Twins,Texas Rangers,17,5,"[(-122, -104)]",https://www.oddsportal.com/baseball/usa/mlb-2016/minnesota-twins-texas-rangers-Mq0pUMT6/
02 Jul 2016,Regular,0,Toronto Blue Jays,Cleveland Guardians,9,6,"[(104, -133)]",https://www.oddsportal.com/baseball/usa/mlb-2016/toronto-blue-jays-cleveland-guardians-Eybn7HrF/
01 Jul 2016,Regular,0,San Diego Padres,New York Yankees,7,6,"[(121, -156)]",https://www.oddsportal.com/baseball/usa/mlb-2016/san-diego-padres-new-york-yankees-lbnIvGoc/
01 Jul 2016,Regular,0,Los Angeles Dodgers,Colorado Rockies,5,0,"[(-185, 144)]",https://www.oddsportal.com/baseball/usa/mlb-2016/los-angeles-dodgers-colorado-rockies-2T4AHqp1/
01 Jul 2016,Regular,0,Seattle Mariners,Baltimore Orioles,5,2,"[(-103, -123)]",https://www.oddsportal.com/baseball/usa/mlb-2016/seattle-mariners-baltimore-orioles-Ox66IPUf/
01 Jul 2016,Regular,0,Athletics,Pittsburgh Pirates,3,7,"[(-164, 129)]",https://www.oddsportal.com/baseball/usa/mlb-2016/athletics-pittsburgh-pirates-UF62J5Fl/
01 Jul 2016,Regular,0,Arizona Diamondbacks,San Francisco Giants,4,6,"[(125, -161)]",https://www.oddsportal.com/baseball/usa/mlb-2016/arizona-diamondbacks-san-francisco-giants-GC2bKo0r/
01 Jul 2016,Regular,0,St.Louis Cardinals,Milwaukee Brewers,7,1,"[(-196, 152)]",https://www.oddsportal.com/baseball/usa/mlb-2016/st-louis-cardinals-milwaukee-brewers-zFlUyEVF/
01 Jul 2016,Regular,0,Houston Astros,Chicago White Sox,5,0,"[(-192, 148)]",https://www.oddsportal.com/baseball/usa/mlb-2016/houston-astros-chicago-white-sox-MBOfNEGM/
01 Jul 2016,Regular,0,Minnesota Twins,Texas Rangers,2,3,"[(100, -127)]",https://www.oddsportal.com/baseball/usa/mlb-2016/minnesota-twins-texas-rangers-SloMwz13/
01 Jul 2016,Regular,0,Atlanta Braves,Miami Marlins,5,7,"[(-128, 100)]",https://www.oddsportal.com/baseball/usa/mlb-2016/atlanta-braves-miami-marlins-ng8ZFW8d/
01 Jul 2016,Regular,0,Boston Red Sox,Los Angeles Angels,5,4,"[(-196, 152)]",https://www.oddsportal.com/baseball/usa/mlb-2016/boston-red-sox-los-angeles-angels-zJ4VGCgj/
01 Jul 2016,Regular,0,New York Mets,Chicago Cubs,10,2,"[(-114, -111)]",https://www.oddsportal.com/baseball/usa/mlb-2016/new-york-mets-chicago-cubs-rLPjOf1G/
01 Jul 2016,Regular,0,Tampa Bay Rays,Detroit Tigers,2,10,"[(-114, -111)]",https://www.oddsportal.com/baseball/usa/mlb-2016/tampa-bay-rays-detroit-tigers-td5RHhvp/
01 Jul 2016,Regular,0,Philadelphia Phillies,Kansas City Royals,4,3,"[(106, -137)]",https://www.oddsportal.com/baseball/usa/mlb-2016/philadelphia-phillies-kansas-city-royals-dOkQxfG9/
01 Jul 2016,Regular,0,Washington Nationals,Cincinnati Reds,3,2,"[(-182, 141)]",https://www.oddsportal.com/baseball/usa/mlb-2016/washington-nationals-cincinnati-reds-vmJaMYVS/
01 Jul 2016,Regular,0,Toronto Blue Jays,Cleveland Guardians,1,2,"[(-145, 112)]",https://www.oddsportal.com/baseball/usa/mlb-2016/toronto-blue-jays-cleveland-guardians-K0qq8cT8/
30 Jun 2016,Regular,0,Seattle Mariners,Baltimore Orioles,5,3,"[(-118, -109)]",https://www.oddsportal.com/baseball/usa/mlb-2016/seattle-mariners-baltimore-orioles-lbQnPznA/
30 Jun 2016,Regular,0,Athletics,San Francisco Giants,6,12,"[(124, -159)]",https://www.oddsportal.com/baseball/usa/mlb-2016/athletics-san-francisco-giants-zeMrQGW3/
30 Jun 2016,Regular,0,St.Louis Cardinals,Kansas City Royals,2,4,"[(-147, 114)]",https://www.oddsportal.com/baseball/usa/mlb-2016/st-louis-cardinals-kansas-city-royals-hWWwRdHc/
30 Jun 2016,Regular,0,Atlanta Braves,Miami Marlins,8,5,"[(139, -179)]",https://www.oddsportal.com/baseball/usa/mlb-2016/atlanta-braves-miami-marlins-218L8F1T/
30 Jun 2016,Regular,0,New York Mets,Chicago Cubs,4,3,"[(121, -156)]",https://www.oddsportal.com/baseball/usa/mlb-2016/new-york-mets-chicago-cubs-Gp69BHHA/
30 Jun 2016,Regular,0,Tampa Bay Rays,Detroit Tigers,7,10,"[(-116, -109)]",https://www.oddsportal.com/baseball/usa/mlb-2016/tampa-bay-rays-detroit-tigers-lb4H9enN/
30 Jun 2016,Regular,0,Toronto Blue Jays,Cleveland Guardians,1,4,"[(104, -133)]",https://www.oddsportal.com/baseball/usa/mlb-2016/toronto-blue-jays-cleveland-guardians-tApu9wE2/
30 Jun 2016,Regular,0,Washington Nationals,Cincinnati Reds,13,4,"[(-200, 154)]",https://www.oddsportal.com/baseball/usa/mlb-2016/washington-nationals-cincinnati-reds-fy5DAyXG/
30 Jun 2016,Regular,0,Chicago White Sox,Minnesota Twins,6,5,"[(-169, 133)]",https://www.oddsportal.com/baseball/usa/mlb-2016/chicago-white-sox-minnesota-twins-8rol4Z9p/
30 Jun 2016,Regular,0,Milwaukee Brewers,Los Angeles Dodgers,1,8,"[(117, -149)]",https://www.oddsportal.com/baseball/usa/mlb-2016/milwaukee-brewers-los-angeles-dodgers-EuYZRx2i/
30 Jun 2016,Regular,0,New York Yankees,Texas Rangers,2,1,"[(-156, 123)]",https://www.oddsportal.com/baseball/usa/mlb-2016/new-york-yankees-texas-rangers-nZqh3gPj/
29 Jun 2016,Regular,0,Seattle Mariners,Pittsburgh Pirates,1,8,"[(-141, 110)]",https://www.oddsportal.com/baseball/usa/mlb-2016/seattle-mariners-pittsburgh-pirates-b9B4Cc24/
29 Jun 2016,Regular,0,Athletics,San Francisco Giants,7,1,"[(-143, 112)]",https://www.oddsportal.com/baseball/usa/mlb-2016/athletics-san-francisco-giants-KIC0Dwmb/
29 Jun 2016,Regular,0,St.Louis Cardinals,Kansas City Royals,2,3,"[(-175, 135)]",https://www.oddsportal.com/baseball/usa/mlb-2016/st-louis-cardinals-kansas-city-royals-QeDdEJXi/
29 Jun 2016,Regular,0,Chicago White Sox,Minnesota Twins,9,6,"[(-114, -111)]",https://www.oddsportal.com/baseball/usa/mlb-2016/chicago-white-sox-minnesota-twins-Y7yWcbmB/
29 Jun 2016,Regular,0,Milwaukee Brewers,Los Angeles Dodgers,7,0,"[(-114, -112)]",https://www.oddsportal.com/baseball/usa/mlb-2016/milwaukee-brewers-los-angeles-dodgers-SAfgFaIo/
29 Jun 2016,Regular,0,Atlanta Braves,Cleveland Guardians,0,3,"[(194, -256)]",https://www.oddsportal.com/baseball/usa/mlb-2016/atlanta-braves-cleveland-guardians-QsYNaKIb/
29 Jun 2016,Regular,0,New York Yankees,Texas Rangers,9,7,"[(-200, 154)]",https://www.oddsportal.com/baseball/usa/mlb-2016/new-york-yankees-texas-rangers-fNPvdxIN/
29 Jun 2016,Regular,0,Washington Nationals,New York Mets,4,2,"[(-270, 202)]",https://www.oddsportal.com/baseball/usa/mlb-2016/washington-nationals-new-york-mets-GWQzcI2H/
29 Jun 2016,Regular,0,Arizona Diamondbacks,Philadelphia Phillies,8,9,"[(-185, 144)]",https://www.oddsportal.com/baseball/usa/mlb-2016/arizona-diamondbacks-philadelphia-phillies-Q5GAjGuo/
29 Jun 2016,Regular,0,San Diego Padres,Baltimore Orioles,6,12,"[(116, -149)]",https://www.oddsportal.com/baseball/usa/mlb-2016/san-diego-padres-baltimore-orioles-SlJI2MYu/
29 Jun 2016,Regular,0,Los Angeles Angels,Houston Astros,4,10,"[(125, -159)]",https://www.oddsportal.com/baseball/usa/mlb-2016/los-angeles-angels-houston-astros-K4XRbvY4/
29 Jun 2016,Regular,0,Colorado Rockies,Toronto Blue Jays,3,5,"[(102, -132)]",https://www.oddsportal.com/baseball/usa/mlb-2016/colorado-rockies-toronto-blue-jays-v56dpfy2/
29 Jun 2016,Regular,0,Detroit Tigers,Miami Marlins,10,3,"[(-145, 112)]",https://www.oddsportal.com/baseball/usa/mlb-2016/detroit-tigers-miami-marlins-OdUredXT/
29 Jun 2016,Regular,0,Cincinnati Reds,Chicago Cubs,2,9,"[(160, -208)]",https://www.oddsportal.com/baseball/usa/mlb-2016/cincinnati-reds-chicago-cubs-niZJ003h/
29 Jun 2016,Regular,0,Tampa Bay Rays,Boston Red Sox,4,0,"[(158, -204)]",https://www.oddsportal.com/baseball/usa/mlb-2016/tampa-bay-rays-boston-red-sox-6uIM1tln/
28 Jun 2016,Regular,0,San Francisco Giants,Athletics,11,13,"[(-147, 114)]",https://www.oddsportal.com/baseball/usa/mlb-2016/san-francisco-giants-athletics-QLdmmsZh/
28 Jun 2016,Regular,0,San Diego Padres,Baltimore Orioles,7,11,"[(137, -175)]",https://www.oddsportal.com/baseball/usa/mlb-2016/san-diego-padres-baltimore-orioles-KQpHplDf/
28 Jun 2016,Regular,0,Seattle Mariners,Pittsburgh Pirates,5,2,"[(-175, 137)]",https://www.oddsportal.com/baseball/usa/mlb-2016/seattle-mariners-pittsburgh-pirates-jTsDsw3U/
28 Jun 2016,Regular,0,Los Angeles Angels,Houston Astros,1,7,"[(110, -141)]",https://www.oddsportal.com/baseball/usa/mlb-2016/los-angeles-angels-houston-astros-raWB6VZD/
28 Jun 2016,Regular,0,Arizona Diamondbacks,Philadelphia Phillies,3,4,"[(-213, 164)]",https://www.oddsportal.com/baseball/usa/mlb-2016/arizona-diamondbacks-philadelphia-phillies-xQw9rJmO/
28 Jun 2016,Regular,0,Colorado Rockies,Toronto Blue Jays,9,14,"[(120, -154)]",https://www.oddsportal.com/baseball/usa/mlb-2016/colorado-rockies-toronto-blue-jays-Q12hozMe/
28 Jun 2016,Regular,0,Kansas City Royals,St.Louis Cardinals,4,8,"[(-106, -119)]",https://www.oddsportal.com/baseball/usa/mlb-2016/kansas-city-royals-st-louis-cardinals-8pnhn1la/
28 Jun 2016,Regular,0,Chicago White Sox,Minnesota Twins,0,4,"[(-189, 145)]",https://www.oddsportal.com/baseball/usa/mlb-2016/chicago-white-sox-minnesota-twins-KOguk34t/
28 Jun 2016,Regular,0,Milwaukee Brewers,Los Angeles Dodgers,5,6,"[(120, -154)]",https://www.oddsportal.com/baseball/usa/mlb-2016/milwaukee-brewers-los-angeles-dodgers-f1l4qaYH/
28 Jun 2016,Regular,0,Atlanta Braves,Cleveland Guardians,3,5,"[(183, -244)]",https://www.oddsportal.com/baseball/usa/mlb-2016/atlanta-braves-cleveland-guardians-6smTsncD/
28 Jun 2016,Regular,0,Cincinnati Reds,Chicago Cubs,2,7,"[(197, -263)]",https://www.oddsportal.com/baseball/usa/mlb-2016/cincinnati-reds-chicago-cubs-SjlPrSs7/
28 Jun 2016,Regular,0,Tampa Bay Rays,Boston Red Sox,2,8,"[(-112, -112)]",https://www.oddsportal.com/baseball/usa/mlb-2016/tampa-bay-rays-boston-red-sox-YTlLq8S0/
28 Jun 2016,Regular,0,Detroit Tigers,Miami Marlins,7,5,"[(-118, -108)]",https://www.oddsportal.com/baseball/usa/mlb-2016/detroit-tigers-miami-marlins-GAk0puJB/
28 Jun 2016,Regular,0,New York Yankees,Texas Rangers,1,7,"[(106, -137)]",https://www.oddsportal.com/baseball/usa/mlb-2016/new-york-yankees-texas-rangers-nyodoL35/
28 Jun 2016,Regular,0,Washington Nationals,New York Mets,5,0,"[(-130, 102)]",https://www.oddsportal.com/baseball/usa/mlb-2016/washington-nationals-new-york-mets-EogqlNJn/
27 Jun 2016,Regular,0,San Francisco Giants,Athletics,3,8,"[(-172, 134)]",https://www.oddsportal.com/baseball/usa/mlb-2016/san-francisco-giants-athletics-2RewhWKK/
27 Jun 2016,Regular,0,Los Angeles Angels,Houston Astros,2,4,"[(-125, -102)]",https://www.oddsportal.com/baseball/usa/mlb-2016/los-angeles-angels-houston-astros-hdEnV8D7/
27 Jun 2016,Regular,0,Arizona Diamondbacks,Philadelphia Phillies,0,8,"[(-141, 110)]",https://www.oddsportal.com/baseball/usa/mlb-2016/arizona-diamondbacks-philadelphia-phillies-x2eCoUcl/
27 Jun 2016,Regular,0,Colorado Rockies,Toronto Blue Jays,9,5,"[(102, -132)]",https://www.oddsportal.com/baseball/usa/mlb-2016/colorado-rockies-toronto-blue-jays-Wv3lnG6k/
27 Jun 2016,Regular,0,Kansas City Royals,St.Louis Cardinals,6,2,"[(-145, 112)]",https://www.oddsportal.com/baseball/usa/mlb-2016/kansas-city-royals-st-louis-cardinals-tIfsijzR/
27 Jun 2016,Regular,0,Atlanta Braves,Cleveland Guardians,3,8,"[(124, -159)]",https://www.oddsportal.com/baseball/usa/mlb-2016/atlanta-braves-cleveland-guardians-E5FrWlb1/
27 Jun 2016,Regular,0,Cincinnati Reds,Chicago Cubs,8,11,"[(222, -294)]",https://www.oddsportal.com/baseball/usa/mlb-2016/cincinnati-reds-chicago-cubs-dUKwXUre/
27 Jun 2016,Regular,0,Tampa Bay Rays,Boston Red Sox,13,7,"[(-116, -109)]",https://www.oddsportal.com/baseball/usa/mlb-2016/tampa-bay-rays-boston-red-sox-IwMZXATl/
27 Jun 2016,Regular,0,New York Yankees,Texas Rangers,6,9,"[(-135, 106)]",https://www.oddsportal.com/baseball/usa/mlb-2016/new-york-yankees-texas-rangers-bBd8nArr/
27 Jun 2016,Regular,0,Washington Nationals,New York Mets,11,4,"[(100, -127)]",https://www.oddsportal.com/baseball/usa/mlb-2016/washington-nationals-new-york-mets-K26YhC5E/
27 Jun 2016,Regular,0,Pittsburgh Pirates,Los Angeles Dodgers,4,5,"[(-123, -103)]",https://www.oddsportal.com/baseball/usa/mlb-2016/pittsburgh-pirates-los-angeles-dodgers-6a2Ughj8/
26 Jun 2016,Regular,0,Pittsburgh Pirates,Los Angeles Dodgers,4,3,"[(206, -278)]",https://www.oddsportal.com/baseball/usa/mlb-2016/pittsburgh-pirates-los-angeles-dodgers-ShgXPDyS/
26 Jun 2016,Regular,0,Colorado Rockies,Arizona Diamondbacks,9,7,"[(-141, 110)]",https://www.oddsportal.com/baseball/usa/mlb-2016/colorado-rockies-arizona-diamondbacks-lOV3wX5R/
26 Jun 2016,Regular,0,Seattle Mariners,St.Louis Cardinals,6,11,"[(-130, 102)]",https://www.oddsportal.com/baseball/usa/mlb-2016/seattle-mariners-st-louis-cardinals-OGMVYjEr/
26 Jun 2016,Regular,0,San Francisco Giants,Philadelphia Phillies,8,7,"[(-222, 170)]",https://www.oddsportal.com/baseball/usa/mlb-2016/san-francisco-giants-philadelphia-phillies-Iw04IVT1/
26 Jun 2016,Regular,0,Los Angeles Angels,Athletics,7,6,"[(-119, -108)]",https://www.oddsportal.com/baseball/usa/mlb-2016/los-angeles-angels-athletics-4zd0JBEe/
26 Jun 2016,Regular,0,Texas Rangers,Boston Red Sox,6,2,"[(-130, 102)]",https://www.oddsportal.com/baseball/usa/mlb-2016/texas-rangers-boston-red-sox-txiLSFi9/
26 Jun 2016,Regular,0,Kansas City Royals,Houston Astros,6,1,"[(-106, -119)]",https://www.oddsportal.com/baseball/usa/mlb-2016/kansas-city-royals-houston-astros-l2fTQgML/
26 Jun 2016,Regular,0,Chicago White Sox,Toronto Blue Jays,5,2,"[(-122, -104)]",https://www.oddsportal.com/baseball/usa/mlb-2016/chicago-white-sox-toronto-blue-jays-hl4pmdiq/
26 Jun 2016,Regular,0,Milwaukee Brewers,Washington Nationals,2,3,"[(145, -189)]",https://www.oddsportal.com/baseball/usa/mlb-2016/milwaukee-brewers-washington-nationals-6atavDjL/
26 Jun 2016,Regular,0,Atlanta Braves,New York Mets,5,2,"[(104, -133)]",https://www.oddsportal.com/baseball/usa/mlb-2016/atlanta-braves-new-york-mets-ADddKiak/
26 Jun 2016,Regular,0,Baltimore Orioles,Tampa Bay Rays,12,5,"[(-133, 104)]",https://www.oddsportal.com/baseball/usa/mlb-2016/baltimore-orioles-tampa-bay-rays-bZxitZL8/
26 Jun 2016,Regular,0,Cincinnati Reds,San Diego Padres,3,0,"[(-139, 108)]",https://www.oddsportal.com/baseball/usa/mlb-2016/cincinnati-reds-san-diego-padres-KrvmsF62/
26 Jun 2016,Regular,0,Miami Marlins,Chicago Cubs,6,1,"[(-154, 120)]",https://www.oddsportal.com/baseball/usa/mlb-2016/miami-marlins-chicago-cubs-fuePRZ6F/
26 Jun 2016,Regular,0,Detroit Tigers,Cleveland Guardians,3,9,"[(-149, 117)]",https://www.oddsportal.com/baseball/usa/mlb-2016/detroit-tigers-cleveland-guardians-S8seugyF/
26 Jun 2016,Regular,0,New York Yankees,Minnesota Twins,1,7,"[(-189, 146)]",https://www.oddsportal.com/baseball/usa/mlb-2016/new-york-yankees-minnesota-twins-WMchLXqq/
25 Jun 2016,Regular,0,Seattle Mariners,St.Louis Cardinals,5,4,"[(-137, 108)]",https://www.oddsportal.com/baseball/usa/mlb-2016/seattle-mariners-st-louis-cardinals-bD1GTex3/
25 Jun 2016,Regular,0,Los Angeles Angels,Athletics,3,7,"[(-152, 119)]",https://www.oddsportal.com/baseball/usa/mlb-2016/los-angeles-angels-athletics-llFfCf7S/
25 Jun 2016,Regular,0,San Francisco Giants,Philadelphia Phillies,2,3,"[(-312, 229)]",https://www.oddsportal.com/baseball/usa/mlb-2016/san-francisco-giants-philadelphia-phillies-AiLL7EFq/
25 Jun 2016,Regular,0,Texas Rangers,Boston Red Sox,10,3,"[(102, -132)]",https://www.oddsportal.com/baseball/usa/mlb-2016/texas-rangers-boston-red-sox-8Agk96Zj/
25 Jun 2016,Regular,0,Atlanta Braves,New York Mets,0,1,"[(125, -161)]",https://www.oddsportal.com/baseball/usa/mlb-2016/atlanta-braves-new-york-mets-fRFjDzhM/
25 Jun 2016,Regular,0,Kansas City Royals,Houston Astros,5,13,"[(112, -143)]",https://www.oddsportal.com/baseball/usa/mlb-2016/kansas-city-royals-houston-astros-K8NwGx83/
25 Jun 2016,Regular,0,Pittsburgh Pirates,Los Angeles Dodgers,6,1,"[(124, -159)]",https://www.oddsportal.com/baseball/usa/mlb-2016/pittsburgh-pirates-los-angeles-dodgers-baMsFdN9/
25 Jun 2016,Regular,0,Baltimore Orioles,Tampa Bay Rays,8,6,"[(-152, 119)]",https://www.oddsportal.com/baseball/usa/mlb-2016/baltimore-orioles-tampa-bay-rays-W69U5hpd/
25 Jun 2016,Regular,0,Cincinnati Reds,San Diego Padres,0,3,"[(127, -164)]",https://www.oddsportal.com/baseball/usa/mlb-2016/cincinnati-reds-san-diego-padres-hGAQ6YUk/
25 Jun 2016,Regular,0,Colorado Rockies,Arizona Diamondbacks,11,6,"[(-133, 104)]",https://www.oddsportal.com/baseball/usa/mlb-2016/colorado-rockies-arizona-diamondbacks-UJfoAnKp/
25 Jun 2016,Regular,0,Detroit Tigers,Cleveland Guardians,0,6,"[(118, -152)]",https://www.oddsportal.com/baseball/usa/mlb-2016/detroit-tigers-cleveland-guardians-QoOZGIhc/
25 Jun 2016,Regular,0,Miami Marlins,Chicago Cubs,9,6,"[(165, -217)]",https://www.oddsportal.com/baseball/usa/mlb-2016/miami-marlins-chicago-cubs-CrKVHbwi/
25 Jun 2016,Regular,0,Milwaukee Brewers,Washington Nationals,6,5,"[(121, -156)]",https://www.oddsportal.com/baseball/usa/mlb-2016/milwaukee-brewers-washington-nationals-KM2CUyNd/
25 Jun 2016,Regular,0,Chicago White Sox,Toronto Blue Jays,8,10,"[(-103, -123)]",https://www.oddsportal.com/baseball/usa/mlb-2016/chicago-white-sox-toronto-blue-jays-CfMHixqS/
25 Jun 2016,Regular,0,Baltimore Orioles,Tampa Bay Rays,5,0,"[(-172, 134)]",https://www.oddsportal.com/baseball/usa/mlb-2016/baltimore-orioles-tampa-bay-rays-p6DpYF2H/
25 Jun 2016,Regular,0,New York Yankees,Minnesota Twins,2,1,"[(-217, 165)]",https://www.oddsportal.com/baseball/usa/mlb-2016/new-york-yankees-minnesota-twins-GzHnEGxG/
24 Jun 2016,Regular,0,San Francisco Giants,Philadelphia Phillies,5,4,"[(-192, 148)]",https://www.oddsportal.com/baseball/usa/mlb-2016/san-francisco-giants-philadelphia-phillies-bDohXILt/
24 Jun 2016,Regular,0,Seattle Mariners,St.Louis Cardinals,4,3,"[(-102, -125)]",https://www.oddsportal.com/baseball/usa/mlb-2016/seattle-mariners-st-louis-cardinals-OKWHREkI/
24 Jun 2016,Regular,0,Los Angeles Angels,Athletics,4,7,"[(-159, 123)]",https://www.oddsportal.com/baseball/usa/mlb-2016/los-angeles-angels-athletics-d4aQyaDP/
24 Jun 2016,Regular,0,Colorado Rockies,Arizona Diamondbacks,9,10,"[(-139, 108)]",https://www.oddsportal.com/baseball/usa/mlb-2016/colorado-rockies-arizona-diamondbacks-pUXDSfzC/
24 Jun 2016,Regular,0,Kansas City Royals,Houston Astros,4,13,"[(114, -145)]",https://www.oddsportal.com/baseball/usa/mlb-2016/kansas-city-royals-houston-astros-ABJVFHj6/
24 Jun 2016,Regular,0,Chicago White Sox,Toronto Blue Jays,3,2,"[(138, -179)]",https://www.oddsportal.com/baseball/usa/mlb-2016/chicago-white-sox-toronto-blue-jays-Y3NDhITL/
24 Jun 2016,Regular,0,Milwaukee Brewers,Washington Nationals,5,3,"[(156, -204)]",https://www.oddsportal.com/baseball/usa/mlb-2016/milwaukee-brewers-washington-nationals-25r9TzL5/
24 Jun 2016,Regular,0,Texas Rangers,Boston Red Sox,7,8,"[(168, -217)]",https://www.oddsportal.com/baseball/usa/mlb-2016/texas-rangers-boston-red-sox-2oGNHwMg/
24 Jun 2016,Regular,0,Atlanta Braves,New York Mets,6,8,"[(184, -244)]",https://www.oddsportal.com/baseball/usa/mlb-2016/atlanta-braves-new-york-mets-r1BrDFzP/
24 Jun 2016,Regular,0,Cincinnati Reds,San Diego Padres,4,13,"[(-133, 104)]",https://www.oddsportal.com/baseball/usa/mlb-2016/cincinnati-reds-san-diego-padres-GltcWxym/
24 Jun 2016,Regular,0,Miami Marlins,Chicago Cubs,4,5,"[(121, -156)]",https://www.oddsportal.com/baseball/usa/mlb-2016/miami-marlins-chicago-cubs-txFRGcy0/
24 Jun 2016,Regular,0,Detroit Tigers,Cleveland Guardians,5,7,"[(-108, -118)]",https://www.oddsportal.com/baseball/usa/mlb-2016/detroit-tigers-cleveland-guardians-l2v5UG5a/
24 Jun 2016,Regular,0,Baltimore Orioles,Tampa Bay Rays,6,3,"[(-159, 125)]",https://www.oddsportal.com/baseball/usa/mlb-2016/baltimore-orioles-tampa-bay-rays-fuu1Vdjg/
24 Jun 2016,Regular,0,New York Yankees,Minnesota Twins,5,3,"[(-217, 165)]",https://www.oddsportal.com/baseball/usa/mlb-2016/new-york-yankees-minnesota-twins-WQ7vEeLI/
24 Jun 2016,Regular,0,Pittsburgh Pirates,Los Angeles Dodgers,8,6,"[(-125, -102)]",https://www.oddsportal.com/baseball/usa/mlb-2016/pittsburgh-pirates-los-angeles-dodgers-l2IZEy6C/
23 Jun 2016,Regular,0,Los Angeles Angels,Athletics,4,5,"[(-147, 116)]",https://www.oddsportal.com/baseball/usa/mlb-2016/los-angeles-angels-athletics-pfH41IyD/
23 Jun 2016,Regular,0,Colorado Rockies,Arizona Diamondbacks,6,7,"[(134, -172)]",https://www.oddsportal.com/baseball/usa/mlb-2016/colorado-rockies-arizona-diamondbacks-KMQIIJ6m/
23 Jun 2016,Regular,0,Atlanta Braves,New York Mets,4,3,"[(127, -164)]",https://www.oddsportal.com/baseball/usa/mlb-2016/atlanta-braves-new-york-mets-jXH02bM6/
23 Jun 2016,Regular,0,Cincinnati Reds,San Diego Padres,4,7,"[(-104, -122)]",https://www.oddsportal.com/baseball/usa/mlb-2016/cincinnati-reds-san-diego-padres-AmyqPLTJ/
23 Jun 2016,Regular,0,Miami Marlins,Chicago Cubs,4,2,"[(154, -200)]",https://www.oddsportal.com/baseball/usa/mlb-2016/miami-marlins-chicago-cubs-f5Oi4Kif/
23 Jun 2016,Regular,0,Boston Red Sox,Chicago White Sox,8,7,"[(-263, 198)]",https://www.oddsportal.com/baseball/usa/mlb-2016/boston-red-sox-chicago-white-sox-xUDd3v70/
23 Jun 2016,Regular,0,Minnesota Twins,Philadelphia Phillies,3,7,"[(-156, 121)]",https://www.oddsportal.com/baseball/usa/mlb-2016/minnesota-twins-philadelphia-phillies-OpG80xiJ/
23 Jun 2016,Regular,0,Detroit Tigers,Seattle Mariners,5,4,"[(-152, 118)]",https://www.oddsportal.com/baseball/usa/mlb-2016/detroit-tigers-seattle-mariners-6JMEJais/
23 Jun 2016,Regular,0,Pittsburgh Pirates,San Francisco Giants,3,5,"[(-149, 116)]",https://www.oddsportal.com/baseball/usa/mlb-2016/pittsburgh-pirates-san-francisco-giants-lvzmOuqQ/
22 Jun 2016,Regular,0,Los Angeles Dodgers,Washington Nationals,4,3,"[(-135, 104)]",https://www.oddsportal.com/baseball/usa/mlb-2016/los-angeles-dodgers-washington-nationals-GEPm50xl/
22 Jun 2016,Regular,0,Minnesota Twins,Philadelphia Phillies,6,5,"[(-169, 131)]",https://www.oddsportal.com/baseball/usa/mlb-2016/minnesota-twins-philadelphia-phillies-t2bIkLx1/
22 Jun 2016,Regular,0,Texas Rangers,Cincinnati Reds,6,4,"[(-238, 181)]",https://www.oddsportal.com/baseball/usa/mlb-2016/texas-rangers-cincinnati-reds-l4Jwc3pR/
